"PC1" "PC2" "PC3" "PC4" "PC5" "PC6" "PC7" "PC8" "glmeanLin" "glmeanQuad" "glsdLin" "glsdQuad"
0.324376459365839 0.22627873991219 -0.732112486017734 -0.129468150152468 -2.30278826551236 -0.0379454335137548 0.0246563783531323 0.368001517787003 0.0228277450376278 -0.00752914389860656 0.0110983997462629 -0.0419189780470904
0.734879266562741 -0.00359589708042658 -0.111527783272906 -2.1159836433701 -0.666171246584909 -0.372934824749553 1.270053820601 0.173014315343461 0.0469443960007051 0.0228219144428777 0.0212754768237252 -0.0510346222122201
0.810315008358857 -0.227174546766343 0.280186880599641 -0.0222102154295876 -0.135530434972492 -1.0381554286424 1.41157042425338 0.305588000641565 0.070603317206223 0.0629850382157643 0.010403384653631 -0.0412187465556497
0.643541960396792 -0.596141075681756 -1.43566049428968 1.34241385214439 -0.974563358513289 -0.0854118006943689 0.551703660932213 -1.36999304426319 0.0461209910029505 0.0216093800592159 0.00301057887551072 -0.0331555936336951
0.095593619734396 -0.430266420882342 0.0704371542601139 1.30100993421192 1.9897410726027 -1.2258326579543 1.03200387054761 -1.10042688465471 0.00808556876816874 -0.0208174587740419 -0.0128948727612916 -0.0119971994459822
-0.0260794003528152 -0.904557367076362 -2.51076692990532 2.21503789689775 -0.497628222167224 -0.26366640707471 0.646165822835335 0.181629690322483 -0.0243380521187805 -0.0359886797020429 -0.00716077578139154 -0.0202248054470109
-0.761820894850961 0.138657887547399 -2.0677755749621 -0.389892122430332 0.608137363601962 -1.14852201367351 0.980703129063369 0.471131748386686 -0.0527343878069648 -0.0334030326093199 -0.0109962422290484 -0.0147963466690774
-0.815757518582178 0.905922816555263 -0.541652463870995 -0.353330277704522 0.981335550263868 -0.588060622686072 -0.0243020028892413 0.0643009043894536 -0.0499287265105998 -0.0343183661138191 -0.00846248388121254 -0.0184163729849914
-0.341200725302933 0.299361823348923 -2.63761688507302 -0.116363830763333 -1.31836010270784 -0.595618420888114 -0.043140730563393 1.24996170652571 -0.0403745769121021 -0.0363500856751906 -0.000977972039864968 -0.0283385630376932
-0.665425032770298 0.916157073828588 -0.520082354909491 -2.2868284000717 -0.084297008555554 -0.454626912783896 0.980219821011861 0.793246922331101 -0.0140648975670636 -0.0332731363986652 -0.0293747980078939 0.0154137241094215
